Bairro,Candidato,Votos
PITOMBEIRAS(MELANCIAS),10456 GLEIDSON DA BOA AGUA,48
PITOMBEIRAS(MELANCIAS),11222 SEBASTIÃO UCHÔA,27
PITOMBEIRAS(MELANCIAS),12888 NETO POLI,3
PITOMBEIRAS(MELANCIAS),13444 TIAGO ROCHA,6
PITOMBEIRAS(MELANCIAS),13789 PROFESSOR ERIVAN,8
PITOMBEIRAS(MELANCIAS),22111 VINÍCIUS OLINDA,21
PITOMBEIRAS(MELANCIAS),28777 CLENILDO QUEIROZ,1
PITOMBEIRAS(MELANCIAS),28888 VALDECIR,2
PITOMBEIRAS(MELANCIAS),40555 NOVO CONSTRUÇÃO,2
PITOMBEIRAS(MELANCIAS),40888 ENFERMEIRA NATECIA,4
PITOMBEIRAS(MELANCIAS),44789 LUCIÉDSON FREITAS,4
PITOMBEIRAS(MELANCIAS),45678 JUNIOR DO ZE AIRTON,1
PITOMBEIRAS(MELANCIAS),70100 RUBENILTON,1
GUANACES(CHORO JATOBA 1),10456 GLEIDSON DA BOA AGUA,3
GUANACES(CHORO JATOBA 1),10777 PAULO DA JUDITE,2
GUANACES(CHORO JATOBA 1),11000 FREITAS DA SAÚDE,2
GUANACES(CHORO JATOBA 1),11222 SEBASTIÃO UCHÔA,78
GUANACES(CHORO JATOBA 1),13123 PROFESSOR ADEILDO,2
GUANACES(CHORO JATOBA 1),22111 VINÍCIUS OLINDA,17
GUANACES(CHORO JATOBA 1),22555 RAFAEL OLIVEIRA,4
GUANACES(CHORO JATOBA 1),22999 PITANGA DA FUNERÁRIA,2
GUANACES(CHORO JATOBA 1),28123 PRISCILA LIMA,2
GUANACES(CHORO JATOBA 1),28888 VALDECIR,1
GUANACES(CHORO JATOBA 1),44000 OLIVEIRA SILVA,3
JACARECOARA(TIM-TIM),10000 LUZIANE DO MUCURA,1
JACARECOARA(TIM-TIM),10123 PAULINHO PROMOÇÕES,1
JACARECOARA(TIM-TIM),10456 GLEIDSON DA BOA AGUA,1
JACARECOARA(TIM-TIM),10777 PAULO DA JUDITE,4
JACARECOARA(TIM-TIM),10789 FLÁVIO CASCAVELENSE,1
JACARECOARA(TIM-TIM),11000 FREITAS DA SAÚDE,3
JACARECOARA(TIM-TIM),11123 DALVA DO MANGUINHOS,1
JACARECOARA(TIM-TIM),11222 SEBASTIÃO UCHÔA,13
JACARECOARA(TIM-TIM),12123 NENEM DA VIUVA,1
JACARECOARA(TIM-TIM),13123 PROFESSOR ADEILDO,8
JACARECOARA(TIM-TIM),13222 FÁBIA NAPOLEAO,3
JACARECOARA(TIM-TIM),13444 TIAGO ROCHA,69
JACARECOARA(TIM-TIM),22111 VINÍCIUS OLINDA,2
JACARECOARA(TIM-TIM),22300 GILBERTO DA MANGABEIRA,3
JACARECOARA(TIM-TIM),22777 GUI DA PADARIA,1
JACARECOARA(TIM-TIM),27123 MARCIO RABELO,1
JACARECOARA(TIM-TIM),27999 JUNIOR GENRO JULIO,1
JACARECOARA(TIM-TIM),40000 VIEIRA DO TIQUINHO,1
JACARECOARA(TIM-TIM),40111 ALLISON CAMILO,4
JACARECOARA(TIM-TIM),40456 JORDANA BRAGA,1
JACARECOARA(TIM-TIM),40555 NOVO CONSTRUÇÃO,2
JACARECOARA(TIM-TIM),44000 OLIVEIRA SILVA,4
JACARECOARA(TIM-TIM),44789 LUCIÉDSON FREITAS,2
JACARECOARA(TIM-TIM),45222 YURI MOTA,1
JACARECOARA(TIM-TIM),45888 ZE DO JORNAL,1
Total Geral,10000 LUZIANE DO MUCURA,1022
Total Geral,10123 PAULINHO PROMOÇÕES,1506
Total Geral,10456 GLEIDSON DA BOA AGUA,1589
Total Geral,10777 PAULO DA JUDITE,1887
Total Geral,10789 FLÁVIO CASCAVELENSE,1651
Total Geral,11000 FREITAS DA SAÚDE,2207
Total Geral,11222 SEBASTIÃO UCHÔA,1658
Total Geral,11666 LIBERATO FILHO,116
Total Geral,11789 EDUARDO CRUZ,222
Total Geral,11999 JAIRO TAXISTA,70
Total Geral,12123 NENEM DA VIUVA,586
Total Geral,12555 HELIO ALEGRIA,50
Total Geral,12888 NETO POLI,1207
Total Geral,13123 PROFESSOR ADEILDO,1504
Total Geral,13222 FÁBIA NAPOLEAO,438
Total Geral,13444 TIAGO ROCHA,1943
Total Geral,13789 PROFESSOR ERIVAN,948
Total Geral,18777 FABIO MARTINS,54
Total Geral,20111 ALEUTON SEM RECURSO,2
Total Geral,22000 CLAUDEMIR TOCA FOGO,987
Total Geral,22100 NÚBIA DO ABRIGO MASCOTINHO,736
Total Geral,22111 VINÍCIUS OLINDA,1873
Total Geral,22222 RAFAEL AZEVEDO,494
Total Geral,22555 RAFAEL OLIVEIRA,305
Total Geral,22999 PITANGA DA FUNERÁRIA,721
Total Geral,27000 LAURO CARDOSO,597
Total Geral,27123 MARCIO RABELO,665
Total Geral,27456 ENFERMEIRA MARCIA,571
Total Geral,27555 FAFA,26
Total Geral,27888 MARCELO DO PAREDÃO,509
Total Geral,28000 VLADIA DE OLIVEIRA,21
Total Geral,28007 JOSUÉ CORREIA,256
Total Geral,28111 JORGE RODRIGUES,65
Total Geral,28123 PRISCILA LIMA,1592
Total Geral,28888 VALDECIR,1462
Total Geral,40000 VIEIRA DO TIQUINHO,1301
Total Geral,40111 ALLISON CAMILO,562
Total Geral,40123 BETO RAMIRES,1411
Total Geral,40444 ADONIAS DO TURISMO,1118
Total Geral,40555 NOVO CONSTRUÇÃO,1868
Total Geral,40789 GIRLANE DO CEDRO,132
Total Geral,44000 OLIVEIRA SILVA,340
Total Geral,44111 DODÓ,151
Total Geral,44123 GAVIÃO SILVA,278
Total Geral,44444 KEKEU DO MUCURA,535
Total Geral,44456 JEOVANE DO GÁS,123
Total Geral,44555 LURDENIS VIEIRA,482
Total Geral,44567 NETO DANTAS,529
Total Geral,44900 SHEIK DO DR BRUNO,344
Total Geral,45112 LUCIANA,79
Total Geral,45121 MAZE,58
Total Geral,45777 BRUMARK,542
Total Geral,70000 RONALDO FEITOSA,191
Total Geral,70100 RUBENILTON,51
Total Geral,70555 HELENA PORFÍRIO,87
Total Geral,10333 DAVID GARCÊS,393
Total Geral,10610 KINZINHO DO VOLMIR,440
Total Geral,12345 DR GUTEMBERG,21
Total Geral,12666 MARIA ELENICE,43
Total Geral,12777 VITORIA MARTINS,286
Total Geral,13000 MARIA JÔ,125
Total Geral,22777 GUI DA PADARIA,186
Total Geral,27999 JUNIOR GENRO JULIO,794
Total Geral,28777 CLENILDO QUEIROZ,396
Total Geral,45000 MAJU,136
Total Geral,45111 BAMBAM DAS PEGADINHAS,85
Total Geral,45123 DUDU DA CAPONGA,139
Total Geral,45555 FRANCISCO DO BALBINO,818
Total Geral,10111 PROFESSORA NONATA COSTA,209
Total Geral,11190 MAGALY MORAIS,47
Total Geral,20456 VERA DANTAS,36
Total Geral,22333 TAZIA XAVIER,140
Total Geral,22888 LEIDIANE CIRÍACO,135
Total Geral,28666 FANTIQUIM,379
Total Geral,44777 NILDE BORGES,65
Total Geral,45888 ZE DO JORNAL,155
Total Geral,18888 PROFESSOR SILVESTRE,25
Total Geral,28028 MAILSON,76
Total Geral,13456 ENFERMEIRA LEUDA CARVALHO,73
Total Geral,44222 LALÁ,130
Total Geral,44333 ELISANGELA SILVA,14
Total Geral,44789 LUCIÉDSON FREITAS,717
Total Geral,10555 PROFESSORA ADRIANA,53
Total Geral,11111 PASTORA HELENA CORDEIRO,198
Total Geral,12111 CRISTIANE GOMES,20
Total Geral,18000 PROFESSOR JOSÉ BESOURO,47
Total Geral,18111 SILVIA DECORAÇÕES,16
Total Geral,18555 TICO,14
Total Geral,22444 EDILENE QUEROGA,61
Total Geral,28124 MARLY DO BENJAMIN,57
Total Geral,40456 JORDANA BRAGA,88
Total Geral,45444 PALOMA DELRIO,150
Total Geral,45678 JUNIOR DO ZE AIRTON,374
Total Geral,70123 LU MAIA,13
Total Geral,70888 DINIZ,22
Total Geral,10888 PROFESSORA LINDETE,1
Total Geral,20333 CELIA DAS MARIAS,46
Total Geral,22300 GILBERTO DA MANGABEIRA,161
Total Geral,11444 EVILÁSIO DANTAS,158
Total Geral,10222 MICHAEL SULLYVAN,51
Total Geral,11777 DIONES LIMA,41
Total Geral,11888 SÉRGIO DO TANGA,26
Total Geral,18133 ANIZIA,9
Total Geral,18400 UELITON FARIAS,26
Total Geral,18444 ELIANE,17
Total Geral,27777 SERGINHO PARATLETA,66
Total Geral,28333 ADILENE NOBRE,52
Total Geral,28555 DR RUBENS,28
Total Geral,40222 NETA FREITAS,38
Total Geral,40888 ENFERMEIRA NATECIA,112
Total Geral,18666 DR AURÉLIO,7
Total Geral,45234 ALZANIR,11
Total Geral,18209 EDNILDA,4
Total Geral,18713 JERUSALEM,16
Total Geral,18999 PROFESSOR BOSCO,22
Total Geral,28456 HAVAGARDO SILVA,22
Total Geral,45222 YURI MOTA,63
Total Geral,11234 TIA LURDES,19
Total Geral,13567 PROFESSOR OZELITO,97
Total Geral,12789 DAYANE,26
Total Geral,27111 DIEGO MARADONA,26
Total Geral,22678 PASTORA PATRÍCIA,15
Total Geral,45789 PATRICIA,21
Total Geral,70133 LEILDA LELÊ,20
Total Geral,20444 DR MARCIO OLIVEIRA ADVOGADO,20
Total Geral,12333 IAGO MOURA,2
Total Geral,18024 JOJO,13
Total Geral,27333 GALILEU,7
Total Geral,11123 DALVA DO MANGUINHOS,10
Total Geral,12012 MARIANGELA,14
Total Geral,20777 CLAUDIA MARIA,3
Total Geral,27007 SAMIA REGIS,15
Total Geral,70007 TONI CARVALHO,1
Total Geral,18235 CLENILSON DA MANGABEIRA,6
Total Geral,11555 LÉO DA BICA,3
Total Geral,12344 ALDIZIO,1
Total Geral,20123 PEDRO ARTUR,1
